property_id,city,property_type,area_sqft,bedrooms,bathrooms,property_age,distance_to_metro_km,crime_index,school_rating,parking_spaces,furnished,price,sold,market_segment,year,month,day
20500,Pune,Villa,1857,3,5,12,11.61,34.21,8.3,1,No,1861328,1,Budget,2023,1,7
32996,Ahmedabad,Plot,1775,2,4,12,7.97,64.94,9.2,3,No,2283000,0,Budget,2023,8,2
28239,Pune,Independent House,1234,7,5,27,1.94,7.02,5.9,0,No,3102024,0,Budget,2023,6,24
40290,Hyderabad,Independent House,4109,6,2,34,11.04,67.27,4.3,1,No,1628951,1,Budget,2024,3,29
35327,Mumbai,Plot,3142,5,4,34,18.16,90.56,7.7,1,Yes,2807540,0,Budget,2025,11,5
34094,Mumbai,Independent House,551,4,4,31,9.67,82.21,9.6,2,Yes,1866046,1,Budget,2025,8,18
46033,Nashik,Independent House,2756,4,4,8,1.59,35.49,9.2,0,Yes,3028658,0,Budget,2023,6,7
5959,Hyderabad,Plot,1339,2,1,12,11.42,52.77,5.3,3,Yes,662221,1,Budget,2023,6,17
47812,Hyderabad,Plot,4561,7,2,0,8.16,90.37,9.5,1,No,3652717,0,Budget,2022,7,12
44985,Hyderabad,Plot,553,6,5,33,1.94,70.85,2.0,0,Yes,1663205,1,Budget,2024,4,26
24687,Mumbai,Plot,1515,1,1,30,5.56,31.24,3.5,3,No,1219938,1,Budget,2024,10,21
26396,Mumbai,Villa,1312,3,5,3,14.1,5.16,5.5,0,No,1155597,1,Budget,2024,10,17
29945,Delhi,Apartment,1174,6,4,37,17.15,65.5,7.3,2,No,1578294,1,Budget,2023,6,9
18243,Hyderabad,Villa,1419,2,2,2,15.06,72.46,3.7,1,No,1234683,1,Budget,2023,10,10
36725,Bengaluru,Independent House,4443,4,1,8,1.55,3.1,6.6,2,Yes,1837544,1,Budget,2023,3,29
26513,Bengaluru,Apartment,4980,3,3,20,8.98,93.74,9.4,0,No,1242548,1,Budget,2025,4,21
20234,Ahmedabad,Independent House,4379,5,5,8,9.4,30.44,6.0,2,Yes,3311778,0,Budget,2024,9,8
19979,Hyderabad,Apartment,1481,7,2,7,13.42,1.39,7.8,2,Yes,3348983,0,Budget,2022,7,1
46424,Bengaluru,Independent House,2332,2,5,2,2.19,39.95,7.1,1,Yes,1045874,1,Budget,2024,10,14
4102,Pune,Plot,4160,3,2,2,7.9,57.41,3.4,1,Yes,1226680,1,Budget,2023,7,5
17373,Bengaluru,Plot,2973,7,2,7,1.83,23.31,7.0,2,No,2871168,0,Budget,2023,10,13
41895,Hyderabad,Villa,1603,1,2,2,6.48,48.8,2.5,3,No,857291,1,Budget,2023,10,24
7695,Mumbai,Independent House,2609,4,5,3,14.95,42.93,3.7,3,No,2749851,0,Budget,2024,11,14
3216,Bengaluru,Plot,958,3,4,32,14.59,86.22,7.1,2,Yes,1366863,1,Budget,2023,5,21
8248,Ahmedabad,Plot,1082,6,3,0,17.01,30.64,6.5,0,No,2350107,0,Budget,2023,1,20
24838,Pune,Plot,1780,5,3,19,7.16,19.15,8.9,0,No,2650298,0,Budget,2023,3,1
898,Bengaluru,Independent House,1521,6,2,17,19.8,89.27,2.9,1,Yes,1263045,1,Budget,2022,10,28
4372,Bengaluru,Villa,3946,7,1,32,18.48,3.98,4.4,3,No,2406688,0,Budget,2025,10,18
41341,Bengaluru,Apartment,2563,7,5,10,19.41,83.2,4.7,1,No,3194945,0,Budget,2023,5,16
42936,Pune,Independent House,4835,3,2,14,4.74,7.61,6.7,2,Yes,1694583,1,Budget,2025,8,28
49806,Pune,Plot,2427,6,4,38,5.86,42.76,2.4,1,No,2412325,0,Budget,2025,8,18
20977,Pune,Plot,3024,6,2,8,9.59,40.88,8.9,2,No,3401598,0,Budget,2025,10,26
45565,Hyderabad,Apartment,1540,7,3,26,4.18,52.35,5.5,3,No,2695043,0,Budget,2025,5,14
25713,Chennai,Villa,4816,4,4,27,5.04,5.96,1.9,3,No,2097736,0,Budget,2025,10,14
15458,Nashik,Independent House,2131,1,4,19,14.82,77.4,4.6,1,Yes,937826,1,Budget,2023,11,18
22541,Chennai,Independent House,3435,1,2,16,5.06,44.09,9.5,3,Yes,1625637,1,Budget,2022,12,9
14763,Ahmedabad,Apartment,3023,3,5,27,3.91,61.94,1.5,2,Yes,1272462,1,Budget,2023,11,26
30782,Mumbai,Independent House,2513,2,2,2,15.98,30.42,6.8,1,Yes,1736830,1,Budget,2024,10,5
41936,Ahmedabad,Apartment,4851,7,3,8,9.38,17.77,3.9,1,No,3006736,0,Budget,2023,9,13
8182,Ahmedabad,Independent House,3529,3,4,35,16.77,1.97,6.4,1,Yes,2490210,0,Budget,2025,9,15
8259,Ahmedabad,Villa,4647,7,2,30,18.78,52.8,7.7,3,Yes,2441453,0,Budget,2023,1,1
11315,Delhi,Villa,4395,1,5,38,4.4,40.89,8.4,2,No,1677513,1,Budget,2024,6,7
29304,Mumbai,Independent House,2161,7,3,10,19.01,68.73,1.2,1,Yes,1917122,0,Budget,2022,11,15
12488,Mumbai,Independent House,3775,6,1,13,13.31,2.66,3.6,3,Yes,2891115,0,Budget,2022,4,25
1778,Nashik,Villa,2641,3,5,17,14.21,22.02,9.0,2,Yes,2735169,0,Budget,2023,12,15
8433,Hyderabad,Apartment,2942,7,5,26,8.6,64.6,3.3,1,Yes,2496378,0,Budget,2025,11,13
47673,Bengaluru,Villa,1810,7,1,9,9.09,36.47,8.0,3,No,2798708,0,Budget,2023,8,13
32631,Delhi,Apartment,1143,4,2,34,12.94,78.98,3.8,0,Yes,891190,1,Budget,2022,5,31
45294,Hyderabad,Independent House,2059,5,5,4,10.23,32.66,2.7,1,Yes,2209512,0,Budget,2023,4,20
1664,Nashik,Independent House,4148,6,3,3,18.77,84.76,4.0,0,No,2261375,0,Budget,2024,3,3
46290,Pune,Independent House,1223,7,3,14,6.84,45.65,3.8,2,Yes,1657395,1,Budget,2024,5,21
6791,Ahmedabad,Apartment,4097,3,2,36,13.6,43.37,4.7,0,Yes,500000,1,Budget,2023,2,28
43551,Delhi,Plot,4981,7,4,15,17.75,56.49,7.1,3,Yes,3181687,0,Budget,2022,10,27
25071,Delhi,Plot,1394,6,1,23,7.76,57.85,2.5,0,Yes,1466175,1,Budget,2022,6,9
23090,Bengaluru,Apartment,3003,7,3,16,7.02,77.81,8.0,1,No,2954436,0,Budget,2024,11,16
24024,Hyderabad,Villa,3415,7,3,33,7.48,17.99,1.7,3,Yes,2065805,0,Budget,2025,10,4
36085,Bengaluru,Plot,3231,4,1,17,17.24,70.95,9.3,0,No,1166660,1,Budget,2025,11,18
8051,Bengaluru,Plot,2263,3,5,29,4.95,91.86,3.4,3,No,1904199,0,Budget,2024,7,1
29902,Hyderabad,Apartment,4389,6,1,2,18.4,46.19,7.1,3,Yes,1574940,1,Budget,2022,1,30
25574,Chennai,Independent House,4144,4,3,5,18.56,4.11,7.6,1,No,3618670,0,Budget,2025,10,21
26026,Hyderabad,Plot,4148,6,5,20,12.28,88.94,3.7,3,Yes,2410845,0,Budget,2024,1,21
45773,Nashik,Independent House,3684,5,4,28,12.32,93.28,4.6,3,Yes,2328911,0,Budget,2022,12,15
44150,Delhi,Villa,3651,4,5,30,13.97,16.59,8.2,0,Yes,2223000,0,Budget,2022,12,24
40003,Bengaluru,Independent House,3290,4,3,24,9.25,12.75,2.8,2,Yes,3025771,0,Budget,2024,4,28
42874,Nashik,Villa,1046,6,1,37,4.15,39.05,5.8,1,Yes,2283112,0,Budget,2024,5,6
12690,Bengaluru,Villa,2614,4,1,36,19.79,68.64,8.9,1,Yes,829260,1,Budget,2025,7,30
5376,Nashik,Villa,1494,7,1,0,14.7,15.64,8.7,0,Yes,2721588,0,Budget,2025,5,19
12845,Nashik,Apartment,3075,3,4,32,19.83,25.69,7.8,3,No,2431923,0,Budget,2024,4,17
37324,Pune,Villa,1775,5,5,14,2.72,86.95,1.8,0,Yes,2269661,0,Budget,2024,12,19
1133,Hyderabad,Apartment,1739,2,4,34,3.15,50.28,9.1,1,Yes,953463,1,Budget,2022,3,10
39420,Delhi,Villa,3356,6,2,5,11.42,40.39,6.6,0,No,2065747,0,Budget,2025,7,8
12130,Hyderabad,Villa,2755,2,3,36,16.34,28.07,3.9,0,Yes,678811,1,Budget,2023,8,27
21984,Ahmedabad,Independent House,4432,1,4,36,4.75,71.21,2.1,2,No,1087000,1,Budget,2024,5,12
26491,Nashik,Independent House,1154,7,3,24,10.79,12.09,4.8,3,No,3001744,0,Budget,2024,11,12
20400,Pune,Apartment,3223,4,3,11,5.25,58.59,4.0,3,Yes,2654608,0,Budget,2023,11,8
29991,Nashik,Plot,4674,2,3,37,8.35,31.54,9.4,1,No,2529021,0,Budget,2025,8,19
8382,Chennai,Apartment,4302,1,4,35,6.97,27.33,5.4,2,No,580692,1,Budget,2024,4,27
8073,Nashik,Independent House,4242,6,5,32,7.65,79.08,5.6,2,Yes,3581855,0,Budget,2025,12,26
6106,Pune,Villa,2331,1,2,37,15.47,43.76,3.4,2,No,703516,1,Budget,2024,5,18
43402,Ahmedabad,Plot,4169,2,5,21,4.29,83.9,5.1,3,No,2141222,0,Budget,2022,8,21
28948,Bengaluru,Independent House,3185,1,5,11,11.42,5.1,7.3,2,Yes,1670510,1,Budget,2024,6,14
20806,Nashik,Apartment,1995,4,3,5,7.88,68.78,8.8,1,No,2405374,0,Budget,2024,12,4
12763,Bengaluru,Independent House,2992,1,4,23,8.77,52.85,8.7,2,Yes,1339126,1,Budget,2023,11,15
10849,Pune,Independent House,621,7,5,4,2.34,41.54,1.8,2,No,3242005,0,Budget,2024,3,17
9827,Pune,Independent House,2728,3,2,33,10.84,72.5,1.6,1,No,500000,1,Budget,2023,3,18
31766,Mumbai,Independent House,4180,2,3,34,18.31,56.99,4.1,0,No,500000,1,Budget,2022,9,13
11703,Mumbai,Independent House,3781,3,2,20,16.72,26.81,2.9,1,Yes,1322916,1,Budget,2025,1,7
30738,Nashik,Apartment,1320,3,2,37,2.72,30.59,9.5,0,Yes,2459836,0,Budget,2023,12,13
20644,Hyderabad,Plot,801,3,2,7,14.45,65.95,5.5,3,No,1138970,1,Budget,2025,3,12
16618,Nashik,Independent House,1162,2,4,32,7.61,4.02,5.4,0,No,1318502,1,Budget,2025,7,7
27629,Ahmedabad,Villa,3170,6,4,15,7.1,46.5,7.4,1,Yes,2977350,0,Budget,2022,12,2
31961,Hyderabad,Independent House,4983,7,2,29,2.49,25.11,5.2,1,Yes,3420320,0,Budget,2025,5,3
43318,Chennai,Villa,1480,2,1,10,17.24,69.87,2.1,0,No,1025000,1,Budget,2025,1,28
1881,Hyderabad,Independent House,1245,3,3,18,7.92,99.72,5.0,1,No,1965645,0,Budget,2024,3,4
7925,Delhi,Apartment,1272,6,1,33,16.41,34.62,3.0,0,Yes,1598671,1,Budget,2024,2,18
46373,Mumbai,Apartment,4941,6,3,7,11.89,99.77,4.5,0,No,2305304,0,Budget,2024,6,29
26612,Bengaluru,Independent House,4462,6,5,31,2.24,68.88,9.8,2,No,4018732,0,Budget,2023,7,24
11500,Pune,Villa,2823,1,5,34,5.28,64.1,5.3,2,Yes,500000,1,Budget,2025,10,22
7396,Ahmedabad,Plot,1110,7,1,23,12.88,36.28,3.5,0,No,1350763,1,Budget,2022,7,1
31706,Mumbai,Apartment,421,7,4,8,17.39,80.27,1.0,2,Yes,1690485,1,Budget,2024,8,27
4257,Hyderabad,Plot,1157,4,2,15,14.69,47.81,3.3,2,Yes,1527082,1,Budget,2022,3,16
31174,Pune,Apartment,4106,7,3,31,9.27,36.12,8.4,1,Yes,3647551,0,Budget,2023,4,21
34583,Pune,Apartment,992,2,4,5,10.18,94.53,2.3,3,No,949257,1,Budget,2022,9,28
26126,Ahmedabad,Independent House,762,3,1,5,3.68,93.3,7.6,3,Yes,2684707,0,Budget,2025,5,14
37612,Bengaluru,Plot,2582,4,2,7,9.99,54.36,1.4,2,No,1894583,0,Budget,2023,11,1
43072,Mumbai,Independent House,4045,4,3,3,14.79,66.41,4.7,2,Yes,1708014,1,Budget,2025,7,20
44537,Bengaluru,Plot,839,3,1,23,17.08,9.54,4.5,0,No,1530399,1,Budget,2022,9,21
18374,Delhi,Independent House,1877,2,3,33,18.63,34.66,9.0,1,Yes,863720,1,Budget,2022,2,16
13506,Chennai,Villa,1662,5,2,27,18.63,14.21,3.6,2,Yes,1924753,0,Budget,2022,6,23
17276,Nashik,Villa,3569,2,4,36,10.34,71.61,9.8,2,Yes,1525001,1,Budget,2025,1,9
33762,Chennai,Apartment,4796,7,4,7,14.22,11.13,3.8,3,No,3683027,0,Budget,2022,7,16
8825,Mumbai,Independent House,3337,5,3,35,4.72,16.56,1.6,0,No,1487644,1,Budget,2025,5,1
31715,Ahmedabad,Independent House,3899,5,5,37,15.23,40.64,5.4,3,No,2385072,0,Budget,2024,4,9
49296,Nashik,Apartment,843,4,1,7,15.74,2.94,6.2,1,Yes,1517717,1,Budget,2022,4,13
28562,Bengaluru,Plot,755,6,5,35,3.01,69.96,9.2,1,No,3235376,0,Budget,2024,4,26
12140,Ahmedabad,Apartment,968,6,4,2,14.84,59.22,8.0,3,No,2567874,0,Budget,2022,9,13
37191,Bengaluru,Villa,2465,7,2,22,11.04,62.33,5.5,3,Yes,2262794,0,Budget,2023,12,12
19074,Hyderabad,Apartment,4692,3,3,5,7.28,74.45,8.9,3,Yes,2073961,0,Budget,2024,3,11
22313,Nashik,Villa,1389,4,3,24,3.16,65.99,6.8,0,Yes,1500448,1,Budget,2023,2,8
371,Bengaluru,Plot,4856,1,4,26,1.59,66.72,8.9,0,Yes,586975,1,Budget,2023,5,29
44740,Mumbai,Villa,1586,3,2,27,9.58,59.15,6.5,2,Yes,1340188,1,Budget,2024,11,26
28326,Nashik,Plot,1291,5,4,9,7.58,79.8,3.4,3,No,1807950,1,Budget,2023,10,27
29449,Delhi,Independent House,4197,1,2,3,1.83,46.77,9.6,3,Yes,2648640,0,Budget,2023,12,18
23535,Bengaluru,Villa,3188,6,2,0,18.0,36.31,4.7,0,Yes,2674747,0,Budget,2023,11,21
19376,Chennai,Villa,2275,2,5,0,18.27,83.02,8.5,0,No,1613687,1,Budget,2024,7,19
9849,Mumbai,Villa,4703,4,5,33,10.51,96.09,2.8,1,Yes,1440793,1,Budget,2023,2,7
16349,Bengaluru,Plot,4574,4,3,7,5.72,66.63,8.1,0,Yes,2002686,0,Budget,2024,4,21
32298,Nashik,Independent House,432,1,2,19,11.85,61.22,9.9,0,No,960480,1,Budget,2022,3,13
38161,Nashik,Plot,4956,2,2,20,4.58,64.63,5.7,1,Yes,1463142,1,Budget,2025,12,13
33408,Mumbai,Independent House,3981,4,5,27,15.17,30.72,9.8,0,No,2399113,0,Budget,2025,11,19
15052,Pune,Plot,1331,2,3,13,0.74,75.08,1.7,3,Yes,1332911,1,Budget,2023,8,25
8235,Bengaluru,Villa,2092,6,2,25,16.14,41.73,2.4,1,Yes,1553650,1,Budget,2022,12,10
35271,Pune,Plot,4950,6,1,32,3.64,99.9,4.7,1,No,1280332,1,Budget,2024,12,5
2334,Delhi,Apartment,3573,7,1,29,11.11,82.94,5.7,2,No,3060653,0,Budget,2023,8,8
19352,Pune,Plot,4099,6,3,36,19.78,62.96,6.8,1,No,2485430,0,Budget,2023,11,3
17483,Chennai,Independent House,1826,1,1,34,19.72,94.92,7.5,3,Yes,612420,1,Budget,2022,6,29
22995,Mumbai,Apartment,3437,4,1,12,17.36,87.63,4.6,0,Yes,1582996,1,Budget,2022,12,14
7406,Bengaluru,Apartment,3380,5,4,27,6.39,48.94,2.7,3,No,1118547,1,Budget,2022,3,2
46685,Chennai,Villa,2816,1,5,14,14.68,90.36,5.9,1,No,597347,1,Budget,2024,6,15
6277,Hyderabad,Villa,407,3,3,9,6.63,15.18,3.4,1,Yes,721537,1,Budget,2022,11,12
14695,Hyderabad,Villa,418,6,2,30,19.32,16.53,5.3,3,Yes,1527557,1,Budget,2022,6,3
8976,Chennai,Plot,2863,4,3,21,14.52,19.53,9.8,0,No,3232576,0,Budget,2025,12,21
14929,Ahmedabad,Plot,904,3,4,36,1.37,27.27,5.7,3,No,1757178,1,Budget,2022,9,1
47352,Bengaluru,Plot,4256,6,3,20,6.98,90.81,9.7,3,No,3251000,0,Budget,2024,2,5
5350,Delhi,Plot,3910,5,2,7,18.33,92.61,2.0,1,No,1729624,1,Budget,2025,6,27
21887,Pune,Apartment,3581,1,1,17,3.67,52.57,2.5,2,Yes,500000,1,Budget,2022,11,1
20312,Ahmedabad,Apartment,4811,2,5,23,13.29,94.06,4.8,0,No,845974,1,Budget,2022,6,2
41566,Pune,Independent House,2332,6,2,6,11.15,80.9,4.1,3,No,2553516,0,Budget,2022,7,28
27188,Mumbai,Independent House,1296,1,3,34,18.31,82.5,9.6,1,Yes,1145047,1,Budget,2023,2,8
35338,Mumbai,Villa,1589,6,4,28,14.18,4.83,7.6,2,Yes,2233386,0,Budget,2023,7,8
1708,Hyderabad,Villa,2842,5,1,11,11.6,17.72,6.4,1,No,2467736,0,Budget,2024,10,23
30242,Pune,Apartment,1654,7,1,30,3.91,84.1,3.5,1,No,1940960,0,Budget,2022,1,14
22406,Mumbai,Independent House,1752,2,5,0,3.84,60.15,3.2,3,Yes,1962584,0,Budget,2025,6,26
25320,Pune,Apartment,2954,1,4,38,5.1,98.19,7.9,1,No,1607187,1,Budget,2023,4,11
21982,Nashik,Apartment,4191,7,3,24,7.33,80.46,6.3,3,No,3803766,0,Budget,2023,2,10
14852,Chennai,Apartment,4224,5,2,32,8.16,65.77,7.4,1,No,2753822,0,Budget,2025,10,21
11800,Bengaluru,Villa,4652,2,5,18,0.45,88.04,2.1,2,No,1847559,1,Budget,2023,11,29
16639,Nashik,Plot,3739,3,5,31,8.8,34.69,3.3,3,Yes,1412976,1,Budget,2024,8,30
5059,Nashik,Independent House,3766,3,3,32,17.05,61.96,2.8,2,Yes,780139,1,Budget,2023,5,1
25982,Hyderabad,Villa,2242,3,3,6,17.88,81.67,7.6,1,Yes,1218972,1,Budget,2025,4,30
36789,Bengaluru,Villa,1245,3,2,6,4.46,61.8,5.6,0,No,2470820,0,Budget,2024,1,28
11258,Mumbai,Independent House,1123,2,5,38,16.78,30.35,9.3,0,Yes,1131337,1,Budget,2025,6,17
13336,Bengaluru,Plot,3440,2,4,8,12.76,51.77,7.2,2,Yes,2604215,0,Budget,2023,11,26
31738,Ahmedabad,Independent House,2152,7,4,28,7.13,50.76,1.3,3,No,2105440,0,Budget,2024,3,13
5289,Pune,Apartment,1593,5,4,23,13.42,2.85,5.0,2,Yes,2771056,0,Budget,2025,10,24
42143,Ahmedabad,Plot,1818,4,5,32,11.14,77.02,4.8,1,No,1442398,1,Budget,2024,7,22
38900,Pune,Apartment,999,1,4,3,9.84,20.53,2.3,0,No,1055824,1,Budget,2025,7,17
40799,Delhi,Independent House,2481,1,1,10,8.66,96.93,5.8,0,Yes,500000,1,Budget,2024,12,28
4424,Bengaluru,Apartment,2244,1,4,39,17.04,32.7,5.8,2,Yes,500000,1,Budget,2024,7,23
8372,Bengaluru,Villa,2671,6,5,18,7.74,58.96,7.9,1,Yes,3398677,0,Budget,2022,6,1
46517,Delhi,Apartment,4777,4,3,24,5.7,83.29,2.1,3,No,1131379,1,Budget,2024,5,25
43711,Hyderabad,Villa,986,5,2,35,11.65,1.83,2.0,2,No,2040988,0,Budget,2024,1,10
20957,Nashik,Independent House,4155,5,2,18,14.17,34.71,3.2,3,No,2114480,0,Budget,2022,5,2
47594,Delhi,Apartment,2867,6,4,13,13.05,66.93,9.3,1,Yes,2457093,0,Budget,2024,9,12
5010,Chennai,Apartment,3390,6,4,18,14.86,13.88,7.7,1,Yes,3163985,0,Budget,2025,1,29
37287,Pune,Plot,898,1,3,29,13.51,52.52,7.1,3,No,1090502,1,Budget,2023,4,24
24012,Mumbai,Villa,1973,1,4,36,2.08,23.82,8.0,2,No,1367967,1,Budget,2024,8,3
25650,Chennai,Independent House,2738,3,1,6,12.93,24.45,6.6,2,No,1696162,1,Budget,2024,3,25
10626,Ahmedabad,Independent House,4963,1,5,2,15.16,33.31,4.6,3,No,669159,1,Budget,2022,4,6
49379,Ahmedabad,Independent House,621,5,4,12,10.19,25.23,2.1,1,Yes,2308724,0,Budget,2024,2,19
30655,Mumbai,Plot,4728,7,3,36,8.43,33.02,9.3,3,Yes,2880307,0,Budget,2022,6,14
32164,Nashik,Plot,486,7,1,15,0.48,79.24,7.4,2,No,2635048,0,Budget,2022,8,9
30449,Ahmedabad,Villa,4930,1,2,22,7.97,91.24,3.1,2,No,1606994,1,Budget,2022,12,27
16004,Nashik,Independent House,2665,7,2,24,3.02,59.23,8.7,1,Yes,3116131,0,Budget,2023,10,21
13848,Bengaluru,Plot,4115,2,5,25,18.77,45.96,8.1,3,No,1098187,1,Budget,2022,6,30
4601,Delhi,Apartment,2295,5,4,7,1.2,58.52,4.1,2,Yes,2063469,0,Budget,2023,10,17
30076,Chennai,Independent House,2200,4,1,21,6.87,77.49,1.8,3,No,956927,1,Budget,2022,12,28
34080,Mumbai,Independent House,4272,7,4,29,2.49,41.96,4.2,1,No,2224292,0,Budget,2025,4,27
20330,Ahmedabad,Apartment,3688,5,1,14,14.32,71.85,6.1,2,Yes,2621802,0,Budget,2025,7,5
10655,Nashik,Villa,2026,2,2,13,4.91,25.37,7.8,2,Yes,1763084,1,Budget,2022,5,22
2542,Mumbai,Independent House,2268,3,4,33,7.39,86.61,8.9,1,Yes,1447705,1,Budget,2022,2,9
28019,Nashik,Plot,3577,1,4,39,8.32,74.74,8.0,1,No,1858272,1,Budget,2022,6,16
3398,Delhi,Villa,1760,5,3,23,1.59,34.17,6.5,0,No,2000107,0,Budget,2024,7,4
36853,Delhi,Independent House,3038,6,5,23,6.32,28.68,4.6,1,No,3276485,0,Budget,2025,9,15
20933,Chennai,Apartment,716,7,4,35,0.36,61.61,1.8,1,No,2447893,0,Budget,2023,9,19
46072,Delhi,Plot,4298,2,3,21,9.57,77.48,8.1,0,No,2299405,0,Budget,2024,4,29
30098,Nashik,Villa,1468,4,4,24,10.44,59.75,3.7,2,No,2437687,0,Budget,2023,5,29
43929,Chennai,Villa,4329,4,5,12,12.65,48.83,7.2,1,Yes,3532956,0,Budget,2022,7,11
46681,Nashik,Apartment,3260,5,5,38,9.37,83.1,6.4,0,Yes,1981409,0,Budget,2023,3,10
20489,Hyderabad,Apartment,720,3,4,4,15.72,8.54,1.8,0,Yes,1864490,1,Budget,2025,5,19
35869,Ahmedabad,Apartment,3429,4,3,30,3.57,34.45,7.0,3,Yes,1857846,1,Budget,2024,8,18
12865,Ahmedabad,Independent House,1075,6,1,34,15.65,29.89,4.0,1,No,1540177,1,Budget,2022,2,10
14528,Hyderabad,Apartment,406,7,3,15,17.78,34.81,7.5,2,Yes,2341086,0,Budget,2023,7,5
22678,Nashik,Villa,2599,5,3,35,2.02,49.12,7.1,0,No,2320601,0,Budget,2025,11,16
42110,Delhi,Plot,4539,2,4,36,9.32,9.34,3.7,1,Yes,2148586,0,Budget,2022,1,26
21450,Ahmedabad,Independent House,1745,2,1,25,17.96,85.66,3.5,2,No,500000,1,Budget,2025,3,17
7138,Mumbai,Independent House,4504,6,1,18,6.72,17.3,3.2,2,No,3076837,0,Budget,2023,7,31
40652,Nashik,Independent House,4658,1,2,27,5.76,42.29,3.3,3,No,1652529,1,Budget,2024,5,10
37095,Hyderabad,Villa,1885,7,5,36,17.48,47.51,7.8,1,Yes,3131386,0,Budget,2025,8,9
22042,Chennai,Villa,4590,4,3,24,9.22,74.0,1.0,3,Yes,1300440,1,Budget,2023,12,26
2854,Hyderabad,Plot,4855,6,1,2,11.52,38.09,6.4,2,No,3255356,0,Budget,2023,9,25
34218,Pune,Villa,752,4,1,27,1.65,26.77,8.7,3,No,1382873,1,Budget,2022,5,2
32269,Hyderabad,Villa,2760,2,3,39,8.63,13.67,8.7,3,No,2105802,0,Budget,2025,1,24
18712,Mumbai,Plot,1013,2,5,34,8.68,43.05,2.5,0,No,500000,1,Budget,2022,10,29
34101,Mumbai,Independent House,2074,7,4,2,3.45,11.52,8.1,1,Yes,3739392,0,Budget,2023,7,2
44944,Nashik,Villa,1250,3,5,27,10.66,56.84,8.2,0,Yes,2151959,0,Budget,2022,3,24
33721,Chennai,Independent House,1057,7,4,11,4.31,91.91,1.7,1,No,1668687,1,Budget,2024,9,8
39281,Pune,Villa,3447,2,4,36,15.25,5.26,4.1,3,Yes,1647446,1,Budget,2024,10,16
30744,Ahmedabad,Independent House,3833,6,3,23,7.56,61.05,6.4,2,No,2626121,0,Budget,2022,8,31
4471,Hyderabad,Villa,1156,7,4,26,9.99,81.02,5.3,1,Yes,2597548,0,Budget,2024,4,1
22095,Mumbai,Independent House,3795,6,4,1,2.46,19.09,7.9,1,Yes,3955397,0,Budget,2025,2,10
17297,Bengaluru,Plot,3791,3,4,1,2.4,22.08,3.2,2,Yes,2876901,0,Budget,2024,6,14
9944,Pune,Villa,1233,3,3,5,2.15,68.23,1.4,3,No,1963858,0,Budget,2022,5,28
39960,Mumbai,Independent House,785,2,5,19,15.17,10.96,4.3,2,No,1443233,1,Budget,2025,3,2
32370,Bengaluru,Independent House,3500,2,1,10,12.4,76.2,6.2,0,No,1896815,0,Budget,2023,3,2
7199,Ahmedabad,Independent House,447,4,3,22,0.37,50.18,3.0,3,No,839995,1,Budget,2022,10,30
16961,Hyderabad,Villa,1224,1,5,12,18.34,82.67,1.1,3,No,802859,1,Budget,2024,4,18
47394,Pune,Plot,1108,2,5,21,14.26,82.79,7.4,1,Yes,1577311,1,Budget,2024,10,27
9786,Ahmedabad,Plot,3769,1,2,14,2.05,96.65,8.4,1,No,1447061,1,Budget,2023,1,16
21432,Hyderabad,Apartment,1028,5,2,3,5.02,85.16,1.4,0,No,2024119,0,Budget,2022,8,20
25271,Hyderabad,Villa,3170,5,5,30,15.89,3.4,7.7,1,No,2686443,0,Budget,2024,10,3
22420,Hyderabad,Apartment,4608,6,3,28,12.3,57.2,9.2,2,No,2825182,0,Budget,2025,10,7
47702,Hyderabad,Independent House,3520,3,3,11,16.11,78.25,6.7,1,Yes,1893470,0,Budget,2024,4,23
37517,Nashik,Independent House,4186,3,1,31,11.55,58.09,7.5,0,No,833455,1,Budget,2023,11,8
2544,Bengaluru,Plot,4722,7,3,6,16.96,78.29,7.0,1,No,2984269,0,Budget,2025,2,2
4985,Ahmedabad,Independent House,1424,2,2,26,6.51,83.05,9.0,3,No,1072697,1,Budget,2023,4,6
32697,Delhi,Independent House,4180,4,5,14,3.22,15.17,7.5,0,Yes,2509219,0,Budget,2025,7,19
16413,Ahmedabad,Apartment,3289,1,5,16,1.99,6.2,3.3,3,No,2560265,0,Budget,2025,3,4
25162,Ahmedabad,Plot,3707,7,4,25,0.74,98.0,5.5,2,Yes,3420292,0,Budget,2024,12,8
33831,Nashik,Plot,3725,6,3,19,13.2,73.17,9.8,2,No,3100129,0,Budget,2022,10,16
7681,Mumbai,Apartment,2880,4,3,15,18.54,14.91,3.7,1,Yes,1459196,1,Budget,2025,6,18
26844,Delhi,Apartment,4770,4,2,11,13.2,35.87,1.4,3,Yes,1751859,1,Budget,2022,5,23
1374,Pune,Plot,1322,3,4,29,1.59,74.11,9.3,0,No,1691759,1,Budget,2025,7,11
32714,Pune,Independent House,2690,4,3,27,16.69,71.9,8.0,1,No,1218138,1,Budget,2024,12,23
13762,Mumbai,Villa,4979,7,1,7,8.89,67.79,9.7,3,Yes,3588646,0,Budget,2023,12,9
47773,Pune,Plot,4547,4,4,21,8.94,77.24,8.2,3,Yes,3428619,0,Budget,2025,9,3
48379,Ahmedabad,Independent House,4421,2,2,31,4.99,22.11,6.1,2,No,1802590,1,Budget,2025,11,3
