property_id,city,property_type,area_sqft,bedrooms,bathrooms,property_age,distance_to_metro_km,crime_index,school_rating,parking_spaces,furnished,listing_date,price,sold,market_segment
5056,Hyderabad,Villa,2319,6,1,17,8.5,21.5,3.7,1,No,2025-05-17,2086441,0,Budget
5057,Chennai,Plot,4074,7,1,32,7.85,4.14,7.1,2,Yes,2025-04-25,2789450,0,Budget
5058,Nashik,Independent House,1385,3,1,5,9.53,94.57,9.8,1,Yes,2025-01-19,1292331,1,Budget
5059,Nashik,Independent House,3766,3,3,32,17.05,61.96,2.8,2,Yes,2023-05-01,780139,1,Budget
5060,Pune,Apartment,3359,6,3,24,18.47,27.06,2.0,0,No,2024-10-09,1998938,0,Budget
5061,Ahmedabad,Villa,3072,5,2,17,17.61,90.58,7.2,0,Yes,2023-12-14,952489,1,Budget
5062,Pune,Apartment,3746,4,2,8,6.27,95.99,9.0,3,Yes,2023-05-06,1613841,1,Budget
5063,Mumbai,Villa,3848,4,5,30,15.17,42.61,6.2,2,No,2023-03-03,1662607,1,Budget
5064,Ahmedabad,Apartment,3644,7,1,25,7.5,97.39,3.7,2,No,2024-09-08,3006924,0,Budget
5065,Chennai,Apartment,4369,6,2,5,18.62,41.18,8.1,3,Yes,2023-04-22,2791877,0,Budget
5066,Hyderabad,Plot,3014,4,4,25,6.25,46.13,6.6,1,Yes,2023-04-03,2502775,0,Budget
5067,Chennai,Independent House,3306,2,2,39,4.07,74.3,5.8,0,Yes,2023-03-04,500000,1,Budget
5068,Nashik,Independent House,2451,5,5,12,16.6,51.33,4.7,1,Yes,2023-10-24,1935606,0,Budget
5069,Mumbai,Independent House,895,3,4,23,5.97,34.61,4.9,2,No,2022-04-09,2611529,0,Budget
5070,Bengaluru,Plot,4851,7,5,15,13.14,52.01,8.6,2,No,2025-07-04,3720841,0,Budget
5071,Mumbai,Independent House,4963,1,4,33,10.41,52.21,9.3,2,No,2022-02-03,1936600,0,Budget
5072,Delhi,Plot,4933,7,4,31,3.95,1.02,9.1,3,Yes,2022-04-27,3521708,0,Budget
5073,Mumbai,Villa,4459,3,4,6,13.95,42.68,5.9,0,Yes,2025-10-27,1900917,0,Budget
5074,Chennai,Plot,1227,6,5,0,11.89,22.93,7.6,0,Yes,2024-12-04,4409450,0,Budget
5075,Delhi,Apartment,4541,2,2,13,8.56,52.7,6.7,1,Yes,2023-04-15,1719250,1,Budget
5076,Delhi,Apartment,4544,6,2,2,10.22,86.9,2.7,3,Yes,2023-02-13,2567752,0,Budget
5077,Ahmedabad,Villa,2567,6,2,7,0.97,95.42,9.4,1,Yes,2024-11-03,2421061,0,Budget
5078,Ahmedabad,Villa,4129,4,1,2,9.3,20.46,6.7,1,Yes,2025-05-31,1971711,0,Budget
5079,Delhi,Apartment,4232,6,5,7,3.33,11.85,4.9,3,Yes,2025-12-19,3644958,0,Budget
5080,Bengaluru,Independent House,3545,1,3,5,0.1,99.79,6.8,2,No,2025-10-28,1589882,1,Budget
5081,Ahmedabad,Independent House,1423,2,4,30,3.68,30.16,6.9,1,No,2025-10-23,1219189,1,Budget
5082,Mumbai,Independent House,4679,6,2,33,11.23,66.78,6.3,1,No,2022-02-11,2204004,0,Budget
5083,Chennai,Villa,1219,1,3,39,10.48,30.97,9.7,1,No,2022-04-02,500000,1,Budget
5084,Mumbai,Apartment,2006,5,2,18,3.0,28.25,1.9,2,No,2023-11-30,1478743,1,Budget
5085,Bengaluru,Plot,2092,1,5,35,0.23,44.16,6.8,1,No,2025-08-12,1929840,0,Budget
5086,Nashik,Villa,1762,7,3,12,7.87,26.51,1.7,2,No,2024-01-27,1728813,1,Budget
5087,Pune,Apartment,858,7,3,37,3.55,60.13,3.9,1,Yes,2025-02-03,1765820,1,Budget
5088,Chennai,Independent House,2672,1,3,1,11.94,76.78,6.1,1,No,2022-08-25,1699947,1,Budget
5089,Ahmedabad,Independent House,4101,2,4,39,9.89,32.52,6.0,1,No,2022-01-02,574424,1,Budget
5090,Chennai,Independent House,4142,6,2,31,12.79,61.24,1.8,1,Yes,2023-07-25,2645076,0,Budget
5091,Mumbai,Apartment,3996,1,2,16,4.72,52.23,8.3,1,No,2023-04-09,841037,1,Budget
5092,Pune,Independent House,3527,7,1,9,15.04,38.64,7.4,2,No,2022-08-24,3231181,0,Budget
5093,Hyderabad,Apartment,2442,2,2,10,0.59,34.12,7.6,0,Yes,2025-02-23,1723781,1,Budget
5094,Hyderabad,Villa,639,4,4,33,8.9,55.36,5.3,1,No,2025-03-05,1840079,1,Budget
5095,Ahmedabad,Plot,3371,2,3,26,8.61,72.74,4.0,1,No,2024-03-07,1728877,1,Budget
5096,Bengaluru,Independent House,4063,4,5,4,18.63,51.97,7.6,1,No,2023-06-30,1641623,1,Budget
5097,Hyderabad,Villa,1537,5,5,19,12.34,13.16,9.9,2,Yes,2022-11-02,3108081,0,Budget
5098,Chennai,Villa,2561,7,1,11,17.52,89.45,4.7,1,Yes,2023-06-25,2340049,0,Budget
5099,Hyderabad,Apartment,1400,3,1,16,12.97,45.45,6.1,1,No,2022-10-27,2155305,0,Budget
5100,Nashik,Villa,1855,4,3,16,8.19,16.15,6.1,3,No,2023-11-29,2278206,0,Budget
5101,Nashik,Apartment,1794,6,4,33,18.25,62.08,6.4,1,Yes,2022-08-30,529117,1,Budget
5102,Ahmedabad,Apartment,1961,5,3,5,18.59,17.11,4.7,3,Yes,2023-08-18,2338368,0,Budget
5103,Nashik,Villa,4240,6,4,15,19.53,61.61,1.6,3,Yes,2024-06-10,2461893,0,Budget
5104,Hyderabad,Apartment,1869,6,1,25,7.11,46.45,3.9,1,Yes,2023-10-04,2129442,0,Budget
5105,Bengaluru,Apartment,4695,4,4,7,1.9,12.59,9.1,1,No,2025-08-12,3697601,0,Budget
5106,Delhi,Apartment,2934,1,3,37,2.32,25.08,3.2,0,Yes,2022-09-14,1029314,1,Budget
5107,Delhi,Villa,4579,3,3,37,8.64,37.89,6.1,0,No,2025-12-22,644347,1,Budget
5108,Ahmedabad,Plot,2307,5,2,8,2.85,31.08,2.0,2,Yes,2022-12-16,1525925,1,Budget
5109,Pune,Apartment,3988,7,4,32,18.49,64.01,2.1,0,Yes,2022-06-17,1824704,1,Budget
5110,Delhi,Independent House,3388,5,1,29,5.24,26.27,5.8,0,Yes,2023-10-22,3344467,0,Budget
5111,Delhi,Villa,2715,1,5,20,14.55,94.48,4.6,2,No,2025-10-15,535416,1,Budget
5112,Nashik,Villa,864,7,2,19,10.56,59.53,7.3,3,Yes,2024-10-26,2594459,0,Budget
5113,Nashik,Apartment,2665,4,1,13,18.28,85.47,6.0,1,No,2025-04-04,500000,1,Budget
5114,Hyderabad,Villa,1657,5,1,0,11.39,59.32,5.7,0,Yes,2023-05-19,1733896,1,Budget
5115,Ahmedabad,Independent House,2607,4,1,35,19.7,20.15,6.6,0,No,2023-02-23,1041310,1,Budget
5116,Pune,Plot,1179,4,4,23,1.72,51.83,4.6,2,No,2022-05-05,1783576,1,Budget
5117,Ahmedabad,Villa,3554,1,1,26,13.34,96.22,2.2,1,Yes,2025-09-19,636483,1,Budget
5118,Mumbai,Villa,955,4,5,17,12.34,23.28,2.2,3,Yes,2023-02-14,2396259,0,Budget
5119,Chennai,Villa,3624,3,5,38,13.56,58.17,8.9,1,No,2025-04-30,2396779,0,Budget
5120,Pune,Apartment,3492,1,3,38,6.41,25.38,6.8,2,No,2024-04-27,1358026,1,Budget
5121,Pune,Independent House,1673,1,2,26,1.86,50.66,3.8,0,Yes,2023-04-17,834843,1,Budget
5122,Bengaluru,Plot,1612,7,5,16,4.36,28.76,5.6,2,Yes,2022-03-24,3415418,0,Budget
5123,Ahmedabad,Independent House,2292,7,4,39,17.24,33.52,4.0,1,No,2023-12-06,2330655,0,Budget
5124,Hyderabad,Independent House,1193,2,2,2,16.59,96.64,4.0,1,Yes,2025-04-24,578475,1,Budget
5125,Bengaluru,Villa,3119,3,4,20,4.55,41.02,6.9,3,No,2023-12-09,2409241,0,Budget
5126,Pune,Plot,4714,5,5,3,0.67,15.29,4.2,3,Yes,2022-11-12,4121075,0,Budget
5127,Pune,Independent House,3488,7,2,13,13.3,1.95,2.3,3,No,2023-09-20,3363416,0,Budget
5128,Pune,Plot,1462,4,5,15,4.47,87.78,8.2,2,Yes,2023-04-06,2644397,0,Budget
5129,Delhi,Apartment,2224,4,1,18,9.91,68.34,7.1,3,No,2024-05-10,1221935,1,Budget
5130,Ahmedabad,Villa,1100,7,2,27,8.84,2.54,5.5,2,Yes,2023-03-25,3093232,0,Budget
5131,Chennai,Apartment,2589,1,5,18,13.32,53.02,5.6,1,Yes,2024-10-09,699800,1,Budget
5132,Chennai,Plot,702,4,4,37,7.1,18.32,6.4,2,No,2022-10-28,2179033,0,Budget
5133,Bengaluru,Villa,4841,3,2,22,8.8,64.24,3.8,0,No,2024-07-15,1240733,1,Budget
5134,Pune,Apartment,575,5,2,32,16.6,85.78,2.7,0,No,2024-08-16,500000,1,Budget
5135,Chennai,Villa,3391,6,2,12,6.35,25.15,9.6,2,Yes,2023-10-12,2169485,0,Budget
5136,Nashik,Apartment,4257,6,3,11,3.82,5.97,5.8,1,No,2024-09-10,3626759,0,Budget
5137,Ahmedabad,Independent House,1602,4,1,7,7.73,19.22,6.5,2,No,2023-07-24,1902357,0,Budget
5138,Chennai,Villa,3091,1,2,25,5.34,55.9,5.9,3,No,2024-01-30,1019117,1,Budget
5139,Hyderabad,Plot,4576,6,5,8,18.09,59.33,5.2,1,Yes,2022-05-16,2018943,0,Budget
5140,Ahmedabad,Villa,4902,3,4,39,0.31,70.8,6.0,1,Yes,2022-05-13,2923005,0,Budget
5141,Hyderabad,Plot,1604,5,5,27,16.51,49.11,4.8,2,No,2025-03-25,2559441,0,Budget
5142,Chennai,Apartment,1692,6,3,34,4.94,84.09,9.7,3,No,2022-04-25,3014716,0,Budget
5143,Nashik,Apartment,4310,3,2,28,5.52,47.76,4.8,1,No,2022-05-18,1432066,1,Budget
5144,Hyderabad,Plot,1993,3,1,32,2.25,24.89,9.4,2,No,2023-06-26,2834733,0,Budget
5145,Delhi,Apartment,3960,6,4,13,10.48,82.09,6.0,1,Yes,2023-03-08,2610833,0,Budget
5146,Chennai,Villa,4989,3,3,14,1.01,91.92,5.9,2,No,2022-08-22,2497003,0,Budget
5147,Delhi,Apartment,2638,6,2,18,8.79,28.4,1.5,3,No,2022-04-11,2229972,0,Budget
5148,Chennai,Plot,953,7,1,32,14.69,42.06,9.7,1,No,2024-08-31,2575614,0,Budget
5149,Mumbai,Plot,2817,4,4,7,14.38,15.04,4.9,2,No,2022-05-10,1930770,0,Budget
5150,Mumbai,Independent House,3192,3,4,33,2.73,9.28,1.8,3,Yes,2022-02-06,1479050,1,Budget
5151,Mumbai,Plot,4333,4,4,26,6.84,36.06,1.5,2,Yes,2023-07-30,1959656,0,Budget
5152,Hyderabad,Apartment,3573,3,4,29,15.79,14.8,8.5,2,Yes,2024-05-21,3341907,0,Budget
5153,Delhi,Plot,1072,5,1,23,2.98,13.89,2.4,1,No,2022-04-23,1074715,1,Budget
5154,Delhi,Apartment,2814,7,2,31,4.33,88.87,3.0,1,Yes,2025-01-07,1587061,1,Budget
5155,Delhi,Apartment,3001,1,2,35,3.81,51.77,2.5,3,Yes,2024-06-02,1075957,1,Budget
5156,Nashik,Independent House,3804,4,1,36,18.52,33.94,6.0,1,No,2025-04-03,1577644,1,Budget
5157,Delhi,Apartment,2089,6,4,2,0.74,15.83,2.1,2,Yes,2022-02-12,2629113,0,Budget
5158,Nashik,Plot,4352,6,5,36,2.28,76.47,7.1,2,Yes,2022-12-19,2934374,0,Budget
5159,Mumbai,Plot,1735,1,4,39,19.76,70.72,6.2,0,Yes,2022-04-28,500000,1,Budget
5160,Mumbai,Plot,1533,6,2,0,14.42,51.98,6.6,1,Yes,2024-06-05,2481048,0,Budget
5161,Hyderabad,Apartment,4681,5,1,2,14.22,51.46,9.2,1,Yes,2022-12-15,1561521,1,Budget
5162,Chennai,Plot,4480,1,4,26,5.74,22.26,8.1,2,Yes,2025-06-30,1828520,1,Budget
5163,Mumbai,Villa,2557,3,1,31,12.71,42.31,3.7,2,Yes,2025-03-24,760752,1,Budget
5164,Chennai,Villa,3671,5,4,31,9.28,39.76,9.2,0,Yes,2023-03-03,3277861,0,Budget
5165,Chennai,Plot,1744,4,5,16,6.52,9.03,9.2,3,Yes,2023-05-12,2783671,0,Budget
5166,Ahmedabad,Apartment,2963,5,1,34,1.5,90.87,5.1,3,Yes,2024-06-24,2075283,0,Budget
5167,Hyderabad,Plot,2380,4,5,31,19.92,75.05,8.1,3,Yes,2022-09-24,1627818,1,Budget
5168,Pune,Villa,460,6,1,17,1.55,24.54,7.1,2,No,2025-01-27,2303534,0,Budget
5169,Pune,Apartment,3813,6,4,35,10.39,74.65,8.6,1,No,2024-07-06,2888707,0,Budget
5170,Bengaluru,Plot,2291,3,1,27,10.26,6.73,4.6,3,No,2025-11-30,2160098,0,Budget
5171,Ahmedabad,Apartment,1999,7,5,38,14.62,82.6,6.0,2,No,2023-07-14,2140932,0,Budget
5172,Hyderabad,Plot,3756,2,2,39,3.67,31.66,6.5,3,Yes,2024-06-16,1402222,1,Budget
5173,Bengaluru,Independent House,2338,3,5,35,17.5,76.94,7.1,1,No,2024-05-22,1361831,1,Budget
5174,Bengaluru,Apartment,2005,7,4,6,15.76,80.28,9.6,1,Yes,2025-10-23,2239717,0,Budget
5175,Ahmedabad,Villa,1168,3,2,31,11.67,45.54,8.3,0,No,2025-04-29,833110,1,Budget
5176,Pune,Villa,1484,6,2,10,12.24,46.67,3.3,1,No,2022-11-20,2327956,0,Budget
5177,Hyderabad,Villa,606,7,5,27,6.98,65.79,5.5,1,No,2024-07-18,2278233,0,Budget
5178,Pune,Villa,2299,1,2,25,1.79,32.33,3.9,3,No,2023-08-23,500000,1,Budget
5179,Bengaluru,Plot,2999,2,4,13,4.47,89.35,9.6,0,No,2025-11-03,1095947,1,Budget
5180,Hyderabad,Plot,2724,5,1,24,14.64,35.55,3.4,2,No,2025-02-28,2763435,0,Budget
5181,Bengaluru,Apartment,1158,2,5,22,0.63,71.44,1.7,0,Yes,2024-08-26,1247301,1,Budget
5182,Delhi,Independent House,4000,3,4,14,2.68,60.03,6.6,0,Yes,2022-02-24,1844922,1,Budget
5183,Ahmedabad,Independent House,2026,1,4,30,17.42,29.4,5.7,0,Yes,2022-05-03,500000,1,Budget
5184,Chennai,Apartment,4971,6,1,29,16.46,59.96,2.0,2,No,2024-03-21,2304175,0,Budget
5185,Hyderabad,Villa,525,2,5,28,15.91,58.21,7.1,2,Yes,2025-06-26,947047,1,Budget
5186,Hyderabad,Independent House,2713,5,1,28,10.88,13.53,1.4,3,Yes,2024-11-01,1971726,0,Budget
5187,Chennai,Independent House,3717,2,1,10,16.28,59.13,4.6,0,Yes,2023-06-21,714715,1,Budget
5188,Bengaluru,Apartment,2968,4,5,18,11.07,62.21,3.0,0,No,2025-05-25,1865011,1,Budget
5189,Delhi,Villa,1469,4,3,34,8.82,64.19,8.9,0,No,2022-11-16,2764535,0,Budget
5190,Nashik,Plot,4342,5,2,18,19.43,32.36,9.2,0,Yes,2025-06-03,2151896,0,Budget
5191,Chennai,Plot,3595,2,3,12,19.61,45.3,5.6,1,No,2023-09-10,862083,1,Budget
5192,Ahmedabad,Independent House,3324,1,5,24,4.48,79.9,8.6,3,Yes,2023-09-01,1784783,1,Budget
5193,Pune,Plot,3909,7,3,38,5.6,75.71,5.7,3,Yes,2023-11-17,2898285,0,Budget
5194,Bengaluru,Apartment,1043,5,5,9,5.68,73.13,9.1,2,No,2025-05-21,3129014,0,Budget
5195,Chennai,Independent House,4442,3,3,7,0.5,83.07,8.3,3,No,2025-08-29,3195997,0,Budget
5196,Chennai,Independent House,1148,3,3,6,13.32,76.82,1.5,3,No,2025-10-23,500000,1,Budget
5197,Hyderabad,Villa,4196,7,4,23,14.88,68.37,6.4,1,Yes,2025-03-17,2197323,0,Budget
5198,Pune,Plot,4136,5,2,36,2.52,30.96,6.8,0,Yes,2023-05-19,2403372,0,Budget
5199,Pune,Villa,2216,3,1,29,17.99,90.68,6.3,1,Yes,2024-07-05,1185324,1,Budget
5200,Ahmedabad,Independent House,4950,6,4,17,3.34,48.51,2.5,0,No,2025-05-07,3128832,0,Budget
5201,Pune,Plot,2173,4,5,9,12.82,65.41,8.8,3,Yes,2023-08-26,2741898,0,Budget
5202,Chennai,Villa,1472,1,5,4,16.37,31.33,9.0,3,Yes,2023-02-13,1917366,0,Budget
5203,Nashik,Plot,4449,1,1,35,9.75,92.67,4.3,1,Yes,2025-03-15,500000,1,Budget
5204,Mumbai,Independent House,4048,1,4,38,4.19,8.25,1.7,0,Yes,2022-12-13,1214610,1,Budget
5205,Bengaluru,Independent House,3148,2,4,28,1.19,95.83,4.9,3,Yes,2023-01-22,1738049,1,Budget
5206,Mumbai,Independent House,920,5,2,8,11.49,87.57,9.9,1,No,2024-01-16,1776131,1,Budget
5207,Chennai,Apartment,4889,3,4,35,7.88,86.57,4.1,1,No,2023-06-24,1631933,1,Budget
5208,Mumbai,Villa,4591,2,4,32,1.98,8.27,6.3,2,No,2022-11-23,1079293,1,Budget
5209,Chennai,Villa,484,3,5,31,17.17,86.24,3.7,3,No,2022-07-30,1369977,1,Budget
5210,Mumbai,Independent House,1459,5,2,9,0.78,78.21,6.8,2,Yes,2023-07-07,2608761,0,Budget
5211,Pune,Villa,3399,3,2,17,15.58,90.21,8.0,2,No,2025-03-21,2020718,0,Budget
5212,Delhi,Independent House,815,7,4,16,15.39,80.02,6.1,2,No,2023-08-27,2615051,0,Budget
5213,Pune,Villa,4716,2,4,9,0.16,6.57,8.6,0,Yes,2024-03-09,3231768,0,Budget
5214,Pune,Plot,4301,2,1,1,2.99,39.91,9.6,2,Yes,2022-04-28,2153218,0,Budget
5215,Ahmedabad,Villa,1742,2,4,13,13.79,31.85,1.5,1,No,2025-03-20,1120654,1,Budget
5216,Hyderabad,Independent House,4974,1,3,20,9.06,76.58,5.6,0,No,2023-10-24,860957,1,Budget
5217,Hyderabad,Villa,2839,4,5,32,11.8,23.91,7.9,3,No,2024-03-26,1568198,1,Budget
5218,Mumbai,Plot,3590,2,3,4,5.62,35.42,2.6,0,Yes,2025-08-12,1457560,1,Budget
5219,Chennai,Plot,3540,4,2,33,5.02,41.9,3.5,0,Yes,2022-08-15,1955894,0,Budget
5220,Ahmedabad,Plot,2892,6,5,10,11.34,16.9,9.0,1,No,2023-06-20,3275864,0,Budget
5221,Pune,Independent House,4814,2,3,12,6.35,90.86,4.4,0,Yes,2023-02-13,1259599,1,Budget
5222,Ahmedabad,Apartment,4788,3,4,28,0.26,10.12,4.2,2,Yes,2022-10-18,2577567,0,Budget
5223,Mumbai,Independent House,3213,5,3,10,5.12,63.04,5.3,3,Yes,2022-10-27,2609899,0,Budget
5224,Hyderabad,Plot,1479,6,3,37,4.87,87.89,1.4,2,Yes,2025-09-07,2615303,0,Budget
5225,Delhi,Villa,4026,2,4,7,5.34,51.19,5.8,3,No,2022-08-17,2644853,0,Budget
5226,Bengaluru,Plot,969,1,5,32,14.32,75.57,1.1,2,Yes,2023-05-26,500000,1,Budget
5227,Mumbai,Apartment,4639,7,1,31,1.46,56.92,5.1,2,Yes,2025-04-28,3008117,0,Budget
5228,Ahmedabad,Apartment,708,6,4,5,0.91,78.59,4.6,0,No,2024-05-25,2246522,0,Budget
5229,Delhi,Plot,4513,2,4,1,8.86,19.49,9.4,0,Yes,2024-10-28,2669380,0,Budget
5230,Bengaluru,Independent House,3272,3,5,28,7.7,1.25,3.4,2,Yes,2025-09-18,2394349,0,Budget
5231,Nashik,Apartment,1589,3,2,34,15.83,28.67,7.2,3,Yes,2025-01-17,1068872,1,Budget
5232,Mumbai,Plot,3338,3,4,31,16.77,60.6,4.7,3,No,2022-09-22,1150432,1,Budget
5233,Mumbai,Independent House,4258,3,1,21,9.36,18.67,4.7,0,No,2025-06-30,1661271,1,Budget
5234,Nashik,Villa,2239,2,1,3,4.26,66.15,9.0,0,Yes,2025-08-23,1242406,1,Budget
5235,Nashik,Independent House,553,4,4,39,5.93,3.94,9.1,0,No,2022-10-11,2163240,0,Budget
5236,Mumbai,Apartment,509,6,4,33,15.36,91.21,5.8,0,No,2025-01-01,2427512,0,Budget
5237,Nashik,Independent House,737,3,4,25,2.25,87.73,6.3,3,No,2025-11-17,1670717,1,Budget
5238,Pune,Independent House,906,7,4,33,9.86,75.31,2.6,2,Yes,2024-03-03,1919479,0,Budget
5239,Bengaluru,Villa,2620,3,2,4,18.22,88.01,6.2,0,Yes,2025-02-21,1066732,1,Budget
5240,Bengaluru,Plot,3465,2,4,34,4.07,63.81,8.2,3,Yes,2022-03-12,1809188,1,Budget
5241,Bengaluru,Independent House,2206,5,5,38,0.21,8.54,9.2,1,Yes,2023-09-13,3103329,0,Budget
5242,Pune,Villa,3617,6,5,35,9.78,61.42,6.5,3,Yes,2022-10-17,3750144,0,Budget
5243,Chennai,Apartment,2846,7,2,14,6.8,54.11,4.4,1,Yes,2025-11-20,3447478,0,Budget
5244,Nashik,Plot,1388,1,3,36,14.33,48.87,5.6,3,No,2024-06-08,1075488,1,Budget
5245,Delhi,Apartment,884,1,2,10,16.77,56.39,8.2,0,No,2024-06-30,995438,1,Budget
5246,Nashik,Plot,3832,7,4,18,4.85,93.44,9.9,2,No,2023-04-01,3575199,0,Budget
5247,Mumbai,Independent House,2406,1,3,10,6.3,38.71,5.4,3,No,2024-03-23,1096676,1,Budget
5248,Hyderabad,Independent House,573,5,3,30,0.62,64.96,9.7,2,No,2022-02-13,2726645,0,Budget
5249,Ahmedabad,Plot,2266,7,1,1,12.27,85.41,7.8,1,No,2022-09-12,3139204,0,Budget
5250,Ahmedabad,Apartment,1781,2,5,24,11.33,94.07,8.5,2,No,2023-01-05,1163145,1,Budget
5251,Bengaluru,Apartment,1862,5,2,30,9.82,31.5,1.5,1,Yes,2023-10-09,1223046,1,Budget
5252,Nashik,Apartment,1453,3,2,36,4.85,45.45,6.0,3,No,2025-10-11,1459751,1,Budget
5253,Delhi,Independent House,3000,2,2,8,11.9,67.16,3.8,0,No,2024-05-23,738375,1,Budget
5254,Mumbai,Plot,4562,2,4,9,12.36,14.89,6.1,1,No,2023-01-01,620188,1,Budget
5255,Pune,Plot,4983,1,4,0,16.55,63.36,2.9,2,Yes,2025-09-22,1859523,1,Budget
5256,Chennai,Apartment,1184,3,1,20,7.05,6.16,7.9,3,Yes,2025-03-09,2951381,0,Budget
5257,Pune,Independent House,3288,6,2,30,16.93,96.27,3.4,1,Yes,2022-05-23,1176411,1,Budget
5258,Delhi,Plot,647,6,3,21,15.73,71.04,3.3,3,No,2025-07-17,1568611,1,Budget
5259,Mumbai,Plot,2030,4,5,39,16.63,5.13,4.1,3,No,2022-05-07,1826133,1,Budget
5260,Bengaluru,Apartment,2906,2,4,0,3.25,71.7,7.4,0,No,2023-01-05,1540555,1,Budget
5261,Nashik,Apartment,1125,2,3,39,3.76,9.63,7.8,2,No,2023-04-24,1825731,1,Budget
5262,Mumbai,Plot,2823,7,1,27,16.76,9.28,7.7,1,No,2023-11-26,3076807,0,Budget
5263,Ahmedabad,Independent House,3328,7,2,2,11.33,2.16,9.1,3,No,2023-10-11,3403034,0,Budget
5264,Chennai,Villa,3883,2,1,15,12.81,33.99,5.2,1,Yes,2024-12-27,1251912,1,Budget
5265,Pune,Plot,3091,4,3,7,9.77,2.07,5.0,2,No,2024-05-02,2316973,0,Budget
5266,Chennai,Plot,2549,6,1,23,14.22,27.02,4.2,1,No,2023-03-26,2199143,0,Budget
5267,Chennai,Independent House,4552,1,4,3,11.45,59.07,6.5,1,Yes,2022-10-06,2193681,0,Budget
5268,Delhi,Plot,3664,3,3,37,2.12,94.84,5.6,3,No,2024-07-11,1049902,1,Budget
5269,Delhi,Villa,4926,4,3,6,5.59,90.63,6.3,3,Yes,2024-08-20,2782283,0,Budget
5270,Nashik,Independent House,2911,7,5,0,18.42,91.93,8.4,3,No,2025-09-09,2895819,0,Budget
5271,Delhi,Villa,4657,2,5,11,9.01,87.82,3.3,3,Yes,2025-10-26,2565691,0,Budget
5272,Delhi,Villa,2364,1,4,4,4.05,16.51,2.5,3,Yes,2024-12-22,1178001,1,Budget
5273,Mumbai,Plot,2479,3,4,32,7.37,55.41,9.9,0,Yes,2022-12-01,1298374,1,Budget
5274,Ahmedabad,Villa,1595,5,4,24,5.71,49.48,5.9,2,Yes,2025-05-13,2453859,0,Budget
5275,Bengaluru,Plot,2544,6,1,24,12.86,72.1,4.8,0,Yes,2024-07-05,1020636,1,Budget
5276,Nashik,Plot,538,7,5,25,11.11,59.47,4.4,3,No,2023-06-06,2672387,0,Budget
5277,Mumbai,Independent House,4636,1,3,20,2.32,78.21,8.4,0,No,2024-09-11,1403491,1,Budget
5278,Bengaluru,Independent House,1736,3,2,29,17.73,87.39,8.4,2,Yes,2025-10-31,553477,1,Budget
5279,Chennai,Independent House,3427,2,2,29,7.03,78.75,6.3,2,No,2023-03-15,1573384,1,Budget
5280,Mumbai,Plot,2088,3,1,23,14.11,23.53,5.7,3,Yes,2025-09-01,1858568,1,Budget
5281,Hyderabad,Villa,597,2,2,34,9.09,56.08,8.5,2,No,2023-02-15,1218701,1,Budget
5282,Mumbai,Villa,1844,1,1,17,19.47,1.18,7.0,3,Yes,2025-12-29,552373,1,Budget
5283,Delhi,Independent House,2812,5,4,18,12.96,26.85,1.9,0,Yes,2024-12-26,2276374,0,Budget
5284,Bengaluru,Independent House,3937,1,5,18,19.4,62.68,7.2,1,Yes,2023-12-13,1254507,1,Budget
5285,Nashik,Plot,1692,2,4,8,16.02,32.81,8.6,1,Yes,2023-01-25,2230845,0,Budget
5286,Nashik,Apartment,4418,4,1,2,11.79,86.35,8.9,2,Yes,2022-11-11,2150719,0,Budget
5287,Bengaluru,Apartment,702,1,3,17,12.67,84.35,2.5,0,No,2023-05-25,500000,1,Budget
5288,Delhi,Plot,2426,6,3,35,13.97,26.28,6.8,3,Yes,2022-05-07,2124224,0,Budget
5289,Pune,Apartment,1593,5,4,23,13.42,2.85,5.0,2,Yes,2025-10-24,2771056,0,Budget
5290,Mumbai,Apartment,4214,4,2,7,1.73,86.06,4.0,3,Yes,2025-10-12,2205665,0,Budget
5291,Delhi,Apartment,4663,4,3,21,12.39,93.71,6.3,1,No,2025-11-13,1797034,1,Budget
5292,Hyderabad,Independent House,4710,2,1,22,5.98,35.3,1.4,1,No,2025-09-30,1279821,1,Budget
5293,Ahmedabad,Villa,543,3,2,7,7.29,36.01,8.7,2,Yes,2023-09-23,1339038,1,Budget
5294,Chennai,Villa,4019,5,1,36,1.65,42.13,2.1,2,Yes,2022-03-03,949804,1,Budget
5295,Bengaluru,Independent House,3694,7,4,18,15.26,78.86,3.4,0,Yes,2024-11-02,2986954,0,Budget
5296,Ahmedabad,Independent House,2287,2,2,9,6.07,96.04,6.0,0,Yes,2023-10-23,1609016,1,Budget
5297,Mumbai,Independent House,4964,6,3,19,7.92,15.45,5.0,2,Yes,2025-10-11,2842726,0,Budget
5298,Nashik,Apartment,2412,5,3,26,13.17,70.61,7.4,0,No,2024-07-31,2412974,0,Budget
5299,Chennai,Plot,1727,3,5,4,19.64,35.63,7.9,0,Yes,2025-08-09,2247361,0,Budget
5300,Ahmedabad,Plot,2143,2,4,19,0.97,72.04,8.8,2,No,2025-11-27,1848233,1,Budget
5301,Pune,Apartment,3230,1,2,1,1.14,13.08,1.7,0,No,2023-07-01,500000,1,Budget
5302,Ahmedabad,Apartment,1367,7,5,15,6.56,92.81,7.1,2,Yes,2024-05-02,3528353,0,Budget
