property_id,city,property_type,area_sqft,bedrooms,bathrooms,property_age,distance_to_metro_km,crime_index,school_rating,parking_spaces,furnished,price,sold,market_segment,year,month,day
38900,Pune,Apartment,999,1,4,3,9.84,20.53,2.3,0,No,960552.0,1,Budget,2025,7,17
40799,Delhi,Independent House,2481,1,1,10,8.66,96.93,5.8,0,Yes,924010.88,1,Budget,2024,12,28
4424,Bengaluru,Apartment,2244,1,4,39,17.04,32.7,5.8,2,Yes,912338.28,1,Budget,2024,7,23
8372,Bengaluru,Villa,2671,6,5,18,7.74,58.96,7.9,1,Yes,3170296.18,0,Budget,2022,6,1
46517,Delhi,Apartment,4777,4,3,24,5.7,83.29,2.1,3,No,1409638.86,1,Budget,2024,5,25
43711,Hyderabad,Villa,986,5,2,35,11.65,1.83,2.0,2,No,2309132.21,0,Budget,2024,1,10
20957,Nashik,Independent House,4155,5,2,18,14.17,34.71,3.2,3,No,2219795.79,0,Budget,2022,5,2
47594,Delhi,Apartment,2867,6,4,13,13.05,66.93,9.3,1,Yes,2925631.66,0,Budget,2024,9,12
5010,Chennai,Apartment,3390,6,4,18,14.86,13.88,7.7,1,Yes,3038166.22,0,Budget,2025,1,29
37287,Pune,Plot,898,1,3,29,13.51,52.52,7.1,3,No,863913.98,1,Budget,2023,4,24
24012,Mumbai,Villa,1973,1,4,36,2.08,23.82,8.0,2,No,1239416.05,1,Budget,2024,8,3
25650,Chennai,Independent House,2738,3,1,6,12.93,24.45,6.6,2,No,1399979.49,1,Budget,2024,3,25
10626,Ahmedabad,Independent House,4963,1,5,2,15.16,33.31,4.6,3,No,1308815.87,1,Budget,2022,4,6
49379,Ahmedabad,Independent House,621,5,4,12,10.19,25.23,2.1,1,Yes,2317731.77,0,Budget,2024,2,19
30655,Mumbai,Plot,4728,7,3,36,8.43,33.02,9.3,3,Yes,3245330.63,0,Budget,2022,6,14
32164,Nashik,Plot,486,7,1,15,0.48,79.24,7.4,2,No,2627834.31,0,Budget,2022,8,9
30449,Ahmedabad,Villa,4930,1,2,22,7.97,91.24,3.1,2,No,951857.94,1,Budget,2022,12,27
16004,Nashik,Independent House,2665,7,2,24,3.02,59.23,8.7,1,Yes,2854691.62,0,Budget,2023,10,21
13848,Bengaluru,Plot,4115,2,5,25,18.77,45.96,8.1,3,No,1242124.47,1,Budget,2022,6,30
4601,Delhi,Apartment,2295,5,4,7,1.2,58.52,4.1,2,Yes,2580466.58,0,Budget,2023,10,17
30076,Chennai,Independent House,2200,4,1,21,6.87,77.49,1.8,3,No,1218187.38,1,Budget,2022,12,28
34080,Mumbai,Independent House,4272,7,4,29,2.49,41.96,4.2,1,No,2898811.16,0,Budget,2025,4,27
20330,Ahmedabad,Apartment,3688,5,1,14,14.32,71.85,6.1,2,Yes,2259823.0,0,Budget,2025,7,5
10655,Nashik,Villa,2026,2,2,13,4.91,25.37,7.8,2,Yes,1405547.75,1,Budget,2022,5,22
2542,Mumbai,Independent House,2268,3,4,33,7.39,86.61,8.9,1,Yes,1381765.59,1,Budget,2022,2,9
28019,Nashik,Plot,3577,1,4,39,8.32,74.74,8.0,1,No,1107112.24,1,Budget,2022,6,16
3398,Delhi,Villa,1760,5,3,23,1.59,34.17,6.5,0,No,2345063.94,0,Budget,2024,7,4
36853,Delhi,Independent House,3038,6,5,23,6.32,28.68,4.6,1,No,2707247.53,0,Budget,2025,9,15
20933,Chennai,Apartment,716,7,4,35,0.36,61.61,1.8,1,No,2639478.34,0,Budget,2023,9,19
46072,Delhi,Plot,4298,2,3,21,9.57,77.48,8.1,0,No,2169919.97,0,Budget,2024,4,29
30098,Nashik,Villa,1468,4,4,24,10.44,59.75,3.7,2,No,2175317.44,0,Budget,2023,5,29
43929,Chennai,Villa,4329,4,5,12,12.65,48.83,7.2,1,Yes,2706184.09,0,Budget,2022,7,11
46681,Nashik,Apartment,3260,5,5,38,9.37,83.1,6.4,0,Yes,2603731.29,0,Budget,2023,3,10
20489,Hyderabad,Apartment,720,3,4,4,15.72,8.54,1.8,0,Yes,1083957.38,1,Budget,2025,5,19
35869,Ahmedabad,Apartment,3429,4,3,30,3.57,34.45,7.0,3,Yes,1438162.86,1,Budget,2024,8,18
12865,Ahmedabad,Independent House,1075,6,1,34,15.65,29.89,4.0,1,No,1428007.92,1,Budget,2022,2,10
14528,Hyderabad,Apartment,406,7,3,15,17.78,34.81,7.5,2,Yes,2836596.44,0,Budget,2023,7,5
22678,Nashik,Villa,2599,5,3,35,2.02,49.12,7.1,0,No,2378604.76,0,Budget,2025,11,16
42110,Delhi,Plot,4539,2,4,36,9.32,9.34,3.7,1,Yes,2169440.83,0,Budget,2022,1,26
21450,Ahmedabad,Independent House,1745,2,1,25,17.96,85.66,3.5,2,No,638604.78,1,Budget,2025,3,17
7138,Mumbai,Independent House,4504,6,1,18,6.72,17.3,3.2,2,No,2771822.31,0,Budget,2023,7,31
40652,Nashik,Independent House,4658,1,2,27,5.76,42.29,3.3,3,No,1033577.08,1,Budget,2024,5,10
37095,Hyderabad,Villa,1885,7,5,36,17.48,47.51,7.8,1,Yes,2779335.24,0,Budget,2025,8,9
22042,Chennai,Villa,4590,4,3,24,9.22,74.0,1.0,3,Yes,1252017.81,1,Budget,2023,12,26
2854,Hyderabad,Plot,4855,6,1,2,11.52,38.09,6.4,2,No,2833361.59,0,Budget,2023,9,25
34218,Pune,Villa,752,4,1,27,1.65,26.77,8.7,3,No,1311256.75,1,Budget,2022,5,2
32269,Hyderabad,Villa,2760,2,3,39,8.63,13.67,8.7,3,No,2294842.69,0,Budget,2025,1,24
18712,Mumbai,Plot,1013,2,5,34,8.68,43.05,2.5,0,No,876573.06,1,Budget,2022,10,29
34101,Mumbai,Independent House,2074,7,4,2,3.45,11.52,8.1,1,Yes,3822479.36,0,Budget,2023,7,2
44944,Nashik,Villa,1250,3,5,27,10.66,56.84,8.2,0,Yes,2275785.31,0,Budget,2022,3,24
33721,Chennai,Independent House,1057,7,4,11,4.31,91.91,1.7,1,No,1620907.18,1,Budget,2024,9,8
39281,Pune,Villa,3447,2,4,36,15.25,5.26,4.1,3,Yes,1255117.93,1,Budget,2024,10,16
30744,Ahmedabad,Independent House,3833,6,3,23,7.56,61.05,6.4,2,No,2878612.47,0,Budget,2022,8,31
4471,Hyderabad,Villa,1156,7,4,26,9.99,81.02,5.3,1,Yes,2761491.07,0,Budget,2024,4,1
22095,Mumbai,Independent House,3795,6,4,1,2.46,19.09,7.9,1,Yes,3497199.61,0,Budget,2025,2,10
17297,Bengaluru,Plot,3791,3,4,1,2.4,22.08,3.2,2,Yes,2313052.56,0,Budget,2024,6,14
9944,Pune,Villa,1233,3,3,5,2.15,68.23,1.4,3,No,2209884.43,0,Budget,2022,5,28
39960,Mumbai,Independent House,785,2,5,19,15.17,10.96,4.3,2,No,1121544.16,1,Budget,2025,3,2
32370,Bengaluru,Independent House,3500,2,1,10,12.4,76.2,6.2,0,No,2100931.31,0,Budget,2023,3,2
7199,Ahmedabad,Independent House,447,4,3,22,0.37,50.18,3.0,3,No,1226164.68,1,Budget,2022,10,30
16961,Hyderabad,Villa,1224,1,5,12,18.34,82.67,1.1,3,No,846774.09,1,Budget,2024,4,18
47394,Pune,Plot,1108,2,5,21,14.26,82.79,7.4,1,Yes,1086206.96,1,Budget,2024,10,27
9786,Ahmedabad,Plot,3769,1,2,14,2.05,96.65,8.4,1,No,1094152.71,1,Budget,2023,1,16
21432,Hyderabad,Apartment,1028,5,2,3,5.02,85.16,1.4,0,No,2268871.46,0,Budget,2022,8,20
25271,Hyderabad,Villa,3170,5,5,30,15.89,3.4,7.7,1,No,2696029.85,0,Budget,2024,10,3
22420,Hyderabad,Apartment,4608,6,3,28,12.3,57.2,9.2,2,No,3016975.5,0,Budget,2025,10,7
47702,Hyderabad,Independent House,3520,3,3,11,16.11,78.25,6.7,1,Yes,2225410.51,0,Budget,2024,4,23
37517,Nashik,Independent House,4186,3,1,31,11.55,58.09,7.5,0,No,1269639.84,1,Budget,2023,11,8
2544,Bengaluru,Plot,4722,7,3,6,16.96,78.29,7.0,1,No,3053155.91,0,Budget,2025,2,2
4985,Ahmedabad,Independent House,1424,2,2,26,6.51,83.05,9.0,3,No,1367868.34,1,Budget,2023,4,6
32697,Delhi,Independent House,4180,4,5,14,3.22,15.17,7.5,0,Yes,2834659.62,0,Budget,2025,7,19
16413,Ahmedabad,Apartment,3289,1,5,16,1.99,6.2,3.3,3,No,2269162.31,0,Budget,2025,3,4
25162,Ahmedabad,Plot,3707,7,4,25,0.74,98.0,5.5,2,Yes,2920934.67,0,Budget,2024,12,8
33831,Nashik,Plot,3725,6,3,19,13.2,73.17,9.8,2,No,3013948.51,0,Budget,2022,10,16
7681,Mumbai,Apartment,2880,4,3,15,18.54,14.91,3.7,1,Yes,1424871.57,1,Budget,2025,6,18
26844,Delhi,Apartment,4770,4,2,11,13.2,35.87,1.4,3,Yes,1424535.74,1,Budget,2022,5,23
1374,Pune,Plot,1322,3,4,29,1.59,74.11,9.3,0,No,1477301.44,1,Budget,2025,7,11
32714,Pune,Independent House,2690,4,3,27,16.69,71.9,8.0,1,No,1462522.27,1,Budget,2024,12,23
13762,Mumbai,Villa,4979,7,1,7,8.89,67.79,9.7,3,Yes,3245152.03,0,Budget,2023,12,9
47773,Pune,Plot,4547,4,4,21,8.94,77.24,8.2,3,Yes,2642746.17,0,Budget,2025,9,3
48379,Ahmedabad,Independent House,4421,2,2,31,4.99,22.11,6.1,2,No,1206843.24,1,Budget,2025,11,3
7658,Nashik,Apartment,3643,4,4,7,14.98,91.16,7.9,1,No,2552435.81,0,Budget,2022,1,13
34150,Delhi,Apartment,1620,5,3,20,7.51,88.73,4.8,2,Yes,2262774.61,0,Budget,2024,7,15
9941,Hyderabad,Plot,2949,6,2,9,14.66,53.66,6.1,3,No,2444130.49,0,Budget,2025,8,15
18010,Hyderabad,Plot,1013,5,2,1,9.44,79.72,4.9,3,Yes,1376348.47,1,Budget,2024,10,3
38574,Bengaluru,Plot,1984,7,3,7,19.78,88.85,1.4,1,No,2405713.15,0,Budget,2024,7,16
15120,Ahmedabad,Villa,4217,1,3,25,18.31,74.48,1.7,0,Yes,750218.93,1,Budget,2024,2,25
14878,Bengaluru,Villa,1043,3,4,12,12.49,50.65,2.9,2,No,1221450.71,1,Budget,2023,4,21
14879,Delhi,Apartment,4078,5,4,36,9.74,29.76,4.0,1,Yes,2316260.04,0,Budget,2024,7,14
28440,Ahmedabad,Independent House,3251,2,2,11,13.41,21.95,4.2,1,Yes,983999.69,1,Budget,2024,1,19
35098,Nashik,Villa,1764,2,3,8,13.19,69.27,6.4,3,Yes,2108835.86,0,Budget,2023,6,22
12538,Bengaluru,Independent House,978,3,5,32,19.48,44.18,5.4,1,No,1184331.59,1,Budget,2025,1,9
36522,Delhi,Apartment,4917,2,3,31,1.41,24.52,9.9,0,No,2306193.07,0,Budget,2025,10,2
29792,Bengaluru,Apartment,4703,5,5,22,9.61,97.29,7.9,0,Yes,2742359.08,0,Budget,2024,11,28
35363,Nashik,Independent House,790,1,3,5,14.66,45.27,4.9,0,No,834411.64,1,Budget,2025,3,22
5470,Chennai,Villa,1462,4,5,11,11.2,3.48,6.1,3,Yes,2657811.52,0,Budget,2025,8,12
28481,Chennai,Apartment,1698,6,1,1,16.93,67.74,6.3,2,Yes,2420510.17,0,Budget,2023,8,10
32136,Chennai,Villa,3407,1,4,34,10.5,64.0,9.3,1,Yes,1011800.54,1,Budget,2025,11,17
31482,Hyderabad,Apartment,2718,2,4,31,19.8,18.29,7.2,0,No,1261329.01,1,Budget,2022,12,1
28526,Pune,Villa,923,3,4,20,11.79,58.85,9.4,2,Yes,2252548.08,0,Budget,2022,8,7
47460,Nashik,Plot,1054,5,2,23,11.17,68.04,9.0,0,No,1499960.06,1,Budget,2024,1,23
11023,Mumbai,Independent House,2546,5,5,33,0.57,68.88,6.4,0,Yes,1537850.33,1,Budget,2023,9,12
4373,Bengaluru,Apartment,3606,6,2,26,8.51,27.64,5.2,0,No,2527102.37,0,Budget,2024,9,20
41938,Hyderabad,Independent House,2008,6,1,23,9.58,8.51,2.5,2,Yes,2432899.95,0,Budget,2022,1,1
12490,Nashik,Apartment,522,5,1,17,0.96,44.48,9.4,2,No,2484941.5,0,Budget,2023,7,30
45709,Delhi,Villa,3927,3,5,33,19.05,27.68,8.1,2,No,2337737.23,0,Budget,2024,7,22
22227,Delhi,Independent House,1931,6,5,22,13.95,58.07,2.4,3,No,2545312.61,0,Budget,2024,5,28
13463,Pune,Villa,4568,3,4,7,11.78,72.58,2.8,0,No,1284144.5,1,Budget,2024,9,6
21781,Delhi,Villa,3500,1,4,31,15.5,69.38,2.5,1,Yes,747499.31,1,Budget,2023,2,19
23134,Mumbai,Villa,2323,5,3,32,7.03,16.14,5.0,3,No,2478414.81,0,Budget,2022,10,6
6944,Mumbai,Apartment,3267,3,4,39,12.25,31.49,8.3,2,Yes,1405386.63,1,Budget,2024,11,1
13906,Bengaluru,Apartment,4794,7,2,28,1.17,9.82,6.9,3,No,3226669.51,0,Budget,2024,12,2
19815,Hyderabad,Plot,3946,5,4,38,8.43,29.3,5.3,0,Yes,2449093.43,0,Budget,2023,5,25
16747,Chennai,Villa,1061,4,3,1,19.47,74.99,4.7,1,Yes,1377360.43,1,Budget,2022,5,22
25829,Hyderabad,Villa,3566,6,4,2,11.04,17.46,9.0,0,No,3322417.99,0,Budget,2024,7,1
19265,Chennai,Plot,405,1,4,3,10.65,40.9,2.5,0,Yes,944361.5,1,Budget,2025,4,18
38518,Nashik,Apartment,1227,6,2,10,7.75,39.78,6.0,2,Yes,2560728.05,0,Budget,2024,12,6
22194,Hyderabad,Villa,2109,5,3,36,10.15,89.25,4.5,3,No,2248634.88,0,Budget,2024,4,10
39303,Chennai,Plot,4373,5,1,29,7.33,8.04,3.4,3,No,2419587.55,0,Budget,2025,3,4
29033,Mumbai,Villa,1469,6,1,0,0.59,41.54,9.1,1,Yes,3015600.8,0,Budget,2022,5,26
36165,Chennai,Villa,1433,1,2,31,8.94,55.8,7.5,0,No,748532.18,1,Budget,2025,7,6
6262,Chennai,Plot,4222,4,3,3,5.91,85.26,7.7,0,Yes,1530314.93,1,Budget,2023,9,20
5293,Ahmedabad,Villa,543,3,2,7,7.29,36.01,8.7,2,Yes,1455899.75,1,Budget,2023,9,23
2755,Ahmedabad,Independent House,1694,1,3,9,10.53,80.4,6.3,1,No,940960.48,1,Budget,2024,1,31
4594,Ahmedabad,Plot,627,7,2,19,6.1,15.83,10.0,0,No,3071993.95,0,Budget,2023,8,22
23347,Mumbai,Apartment,3472,2,4,1,9.01,8.17,4.6,1,No,2223923.84,0,Budget,2024,9,21
17694,Pune,Apartment,3659,3,2,29,17.48,60.22,5.2,1,No,1120128.28,1,Budget,2022,1,17
36303,Delhi,Apartment,2052,5,2,32,4.71,84.11,4.2,3,No,1312144.97,1,Budget,2023,3,16
26466,Hyderabad,Villa,4977,5,1,24,19.08,6.41,10.0,0,Yes,2388438.54,0,Budget,2023,4,1
25153,Delhi,Independent House,3475,4,5,36,15.11,68.37,7.8,2,Yes,2456618.41,0,Budget,2023,4,2
17134,Bengaluru,Independent House,1542,5,5,0,6.82,47.21,3.4,0,Yes,2600912.85,0,Budget,2025,2,8
49185,Ahmedabad,Villa,4417,5,3,16,16.51,70.86,1.6,0,No,1464366.65,1,Budget,2024,1,24
29043,Delhi,Apartment,3759,3,1,18,15.69,50.24,6.8,3,Yes,1352315.35,1,Budget,2023,6,22
12380,Ahmedabad,Independent House,1785,3,1,3,19.9,11.05,2.6,0,Yes,876495.59,1,Budget,2025,6,22
3573,Ahmedabad,Apartment,4796,5,2,37,0.53,99.98,2.4,2,No,1363712.95,1,Budget,2022,1,18
17917,Pune,Plot,4435,4,2,20,14.94,3.92,3.8,1,Yes,1299031.76,1,Budget,2023,11,4
46407,Pune,Villa,3920,1,4,19,6.15,91.89,1.8,3,No,1049274.43,1,Budget,2023,8,14
7117,Mumbai,Plot,4435,5,5,17,1.97,52.3,1.5,1,Yes,2636949.66,0,Budget,2025,2,13
23398,Nashik,Apartment,1009,2,2,15,9.12,82.35,2.8,0,Yes,786720.6,1,Budget,2025,2,2
15556,Hyderabad,Villa,2668,6,5,29,4.76,90.09,1.6,3,No,2467343.78,0,Budget,2024,10,29
40912,Delhi,Plot,3952,5,1,15,3.47,53.24,8.9,3,No,2672051.29,0,Budget,2023,4,20
20187,Mumbai,Plot,1093,1,4,13,6.39,51.38,3.3,1,Yes,850793.56,1,Budget,2023,12,13
15309,Nashik,Villa,2235,2,4,34,6.02,91.5,2.6,1,Yes,903953.88,1,Budget,2022,6,8
29326,Bengaluru,Independent House,4090,2,2,25,13.21,46.03,5.9,0,Yes,985486.58,1,Budget,2025,3,27
28630,Chennai,Independent House,3981,4,5,22,18.92,89.37,2.7,2,Yes,2204557.31,0,Budget,2022,9,22
43871,Chennai,Independent House,3622,2,4,23,6.09,75.06,4.0,3,No,2099011.81,0,Budget,2024,4,3
16673,Ahmedabad,Villa,1611,7,3,5,7.19,10.88,8.6,3,Yes,3383693.85,0,Budget,2022,8,26
39164,Nashik,Independent House,482,6,1,9,5.02,47.5,1.9,0,No,2456383.69,0,Budget,2024,3,19
37169,Hyderabad,Villa,3468,4,1,15,5.21,35.42,6.7,3,Yes,2348386.7,0,Budget,2025,4,9
15959,Chennai,Independent House,607,2,4,7,15.48,52.37,9.5,3,No,2261242.49,0,Budget,2025,3,7
33888,Pune,Apartment,2803,4,4,4,18.94,55.75,6.6,0,No,2489979.33,0,Budget,2022,12,27
35201,Chennai,Independent House,2824,6,4,0,6.97,50.63,1.8,3,Yes,1603364.22,1,Budget,2025,9,9
12378,Nashik,Independent House,670,2,1,12,2.87,29.28,4.9,1,No,1036184.59,1,Budget,2025,2,11
39733,Pune,Villa,2709,3,5,37,18.88,16.68,9.5,0,No,1503843.81,1,Budget,2025,5,14
6528,Hyderabad,Apartment,1912,2,3,31,10.35,48.42,7.7,0,No,1112865.98,1,Budget,2022,7,14
5334,Ahmedabad,Plot,2400,2,2,0,14.0,70.85,3.7,2,Yes,1011729.97,1,Budget,2023,8,15
42261,Delhi,Villa,537,1,4,22,10.12,70.42,1.6,3,No,700050.01,1,Budget,2024,2,21
47242,Pune,Villa,2699,6,5,15,3.07,50.79,4.8,1,Yes,2964818.52,0,Budget,2023,9,21
45491,Delhi,Independent House,3373,1,2,29,12.8,56.07,4.3,2,Yes,673020.33,1,Budget,2022,9,20
19201,Mumbai,Plot,2567,5,4,36,14.48,11.88,4.3,0,No,2275096.06,0,Budget,2025,7,29
40490,Delhi,Independent House,1080,3,3,9,2.8,15.44,9.9,3,Yes,2461445.68,0,Budget,2025,11,23
18296,Delhi,Apartment,1210,6,3,21,12.18,92.6,8.9,1,No,1647227.09,1,Budget,2022,4,9
5321,Nashik,Apartment,997,6,4,22,1.12,59.64,6.6,2,Yes,2902028.5,0,Budget,2023,11,24
34936,Chennai,Villa,2523,6,3,25,1.88,40.72,9.0,3,Yes,2978649.85,0,Budget,2023,8,22
46299,Delhi,Villa,4962,2,3,3,13.24,69.81,2.4,3,Yes,1328213.43,1,Budget,2025,9,21
30786,Ahmedabad,Apartment,2378,5,5,14,6.72,74.57,4.2,1,No,2348177.06,0,Budget,2022,6,27
37098,Delhi,Apartment,4212,1,4,23,18.77,5.97,9.1,1,No,1195031.76,1,Budget,2022,9,22
12066,Chennai,Independent House,2978,6,2,16,4.13,98.42,1.6,3,No,2446799.75,0,Budget,2022,7,12
40998,Hyderabad,Apartment,1242,1,3,39,9.45,51.1,2.2,0,Yes,639405.07,1,Budget,2025,9,14
46744,Chennai,Independent House,4907,7,4,19,9.89,78.44,7.1,0,Yes,3292233.48,0,Budget,2025,2,1
3197,Ahmedabad,Independent House,2226,5,2,17,19.94,8.28,9.2,1,No,2472240.87,0,Budget,2023,12,6
12059,Ahmedabad,Villa,2424,3,5,37,4.69,86.83,5.7,3,Yes,1369522.93,1,Budget,2025,10,10
23889,Bengaluru,Villa,2117,2,4,16,3.72,57.03,9.7,0,No,1539328.69,1,Budget,2022,7,4
16797,Ahmedabad,Villa,4388,3,2,18,1.7,50.28,8.3,3,No,2350846.27,0,Budget,2022,3,24
37547,Bengaluru,Independent House,2670,2,1,26,12.38,62.4,2.9,3,Yes,679268.5,1,Budget,2023,6,27
21965,Ahmedabad,Villa,854,4,1,34,1.71,52.95,8.3,3,No,2339977.58,0,Budget,2025,11,3
34906,Chennai,Apartment,2456,7,1,20,19.12,19.51,5.7,0,No,2375536.31,0,Budget,2024,10,19
26633,Pune,Apartment,3149,6,5,38,18.99,71.11,9.8,0,No,2657674.16,0,Budget,2022,7,27
15769,Chennai,Plot,1535,1,1,35,13.34,26.18,2.9,2,No,632790.31,1,Budget,2023,10,17
49408,Ahmedabad,Villa,3675,4,5,2,5.92,5.79,9.7,0,Yes,3013450.31,0,Budget,2025,3,25
2886,Delhi,Plot,1820,1,5,19,10.99,52.63,7.7,1,No,1220452.28,1,Budget,2023,5,9
8270,Chennai,Villa,4270,6,2,15,19.84,76.28,7.0,2,Yes,2599206.75,0,Budget,2025,11,21
26243,Pune,Plot,3765,2,2,17,4.95,86.66,2.9,2,No,999073.29,1,Budget,2024,9,13
34278,Delhi,Independent House,3409,6,4,7,17.93,57.06,3.4,2,Yes,2654430.19,0,Budget,2023,2,27
462,Delhi,Plot,2435,5,1,36,6.52,42.82,6.4,3,Yes,1490914.31,1,Budget,2024,3,28
1919,Nashik,Independent House,1656,2,4,24,5.8,61.68,2.2,3,No,1002014.52,1,Budget,2022,3,7
21654,Mumbai,Independent House,4074,1,5,30,18.88,49.13,8.1,1,No,2187393.77,0,Budget,2025,2,13
26239,Nashik,Apartment,4868,6,2,9,3.55,90.13,6.1,0,No,2584647.57,0,Budget,2025,7,7
8872,Chennai,Apartment,3240,3,3,20,1.34,74.64,6.1,3,No,1414596.82,1,Budget,2022,1,25
22046,Mumbai,Villa,929,5,1,11,19.51,52.79,4.1,2,No,1265274.69,1,Budget,2023,4,24
33923,Chennai,Independent House,959,2,4,20,13.3,90.1,6.0,0,No,795684.9,1,Budget,2023,10,11
34710,Delhi,Independent House,1464,5,3,5,9.94,29.8,2.1,2,No,2318473.51,0,Budget,2022,1,25
23839,Pune,Independent House,3691,6,2,17,13.24,64.19,6.2,1,No,2477806.83,0,Budget,2024,9,2
29200,Ahmedabad,Villa,1459,3,5,4,10.32,24.98,8.3,1,Yes,2506242.82,0,Budget,2024,9,13
1842,Hyderabad,Independent House,4953,4,5,26,6.34,10.63,8.2,1,No,2822264.8,0,Budget,2025,2,19
14435,Mumbai,Independent House,1711,3,2,35,19.58,97.26,9.8,2,No,1142370.1,1,Budget,2023,5,15
30830,Ahmedabad,Plot,2255,7,5,19,16.65,92.16,5.6,2,Yes,2732363.43,0,Budget,2023,7,21
35336,Nashik,Apartment,3627,1,2,18,14.71,57.2,8.2,0,No,872311.95,1,Budget,2022,5,29
30668,Hyderabad,Plot,2787,5,3,35,4.66,32.64,2.6,2,No,2389697.7,0,Budget,2024,2,28
3124,Nashik,Apartment,1365,5,1,22,6.34,39.88,6.9,3,No,1490481.3,1,Budget,2023,1,7
21849,Delhi,Independent House,3030,4,1,26,10.71,79.04,5.1,0,Yes,1107191.5,1,Budget,2022,7,22
24217,Delhi,Independent House,1250,6,2,35,6.44,28.46,1.8,3,No,2237412.59,0,Budget,2023,11,15
27179,Chennai,Apartment,4199,5,1,1,16.03,68.33,1.5,0,No,1466767.83,1,Budget,2024,3,10
48386,Ahmedabad,Apartment,1272,1,3,26,15.44,93.93,5.5,3,No,800986.34,1,Budget,2022,6,10
27917,Delhi,Plot,4788,1,4,35,15.88,58.39,6.9,3,No,1171686.92,1,Budget,2025,6,15
10865,Chennai,Apartment,4495,3,2,36,1.1,78.97,9.5,3,Yes,2339506.31,0,Budget,2022,5,19
2395,Delhi,Apartment,1499,7,1,22,8.13,12.09,9.1,0,Yes,2855199.27,0,Budget,2022,11,21
29030,Bengaluru,Plot,1104,5,5,33,3.7,12.2,7.5,2,No,2813966.06,0,Budget,2025,4,1
1026,Hyderabad,Villa,2906,1,4,4,4.35,26.4,5.7,2,No,1498602.77,1,Budget,2022,5,4
31441,Pune,Independent House,4388,7,5,21,5.87,55.87,10.0,3,No,3646377.54,0,Budget,2024,7,19
31015,Mumbai,Apartment,3647,6,4,35,4.85,19.37,7.9,1,Yes,3231989.48,0,Budget,2025,8,8
2654,Delhi,Apartment,1025,4,1,37,17.43,33.43,7.3,2,No,1179512.26,1,Budget,2022,1,15
14222,Delhi,Apartment,3410,2,1,2,7.66,36.33,2.0,0,No,1129188.56,1,Budget,2023,6,8
29190,Chennai,Apartment,4255,2,2,29,19.34,99.43,3.4,0,No,658320.65,1,Budget,2024,5,26
17069,Mumbai,Villa,4733,7,2,3,9.29,63.55,6.1,0,No,3109252.94,0,Budget,2022,6,5
47709,Pune,Apartment,1879,5,2,13,7.11,18.29,6.5,3,Yes,2516308.72,0,Budget,2025,10,31
21743,Ahmedabad,Apartment,1036,6,2,8,9.03,20.11,6.3,1,No,2619515.06,0,Budget,2023,4,10
38734,Ahmedabad,Villa,2334,3,4,23,0.78,47.86,7.9,0,Yes,1527122.92,1,Budget,2023,3,22
14279,Delhi,Apartment,1260,4,5,10,7.6,32.0,4.1,2,Yes,2398198.94,0,Budget,2024,8,20
29649,Bengaluru,Villa,2927,1,2,34,11.9,67.86,8.6,2,Yes,827676.77,1,Budget,2023,8,24
39890,Ahmedabad,Independent House,1023,1,2,35,7.49,94.9,6.2,2,Yes,787612.59,1,Budget,2022,6,28
45815,Bengaluru,Independent House,3235,1,4,13,8.35,28.84,5.7,2,No,1414516.2,1,Budget,2022,6,26
27123,Delhi,Apartment,4716,3,5,22,1.12,82.89,2.8,2,Yes,2174003.98,0,Budget,2022,9,1
47194,Mumbai,Villa,4926,2,2,7,4.93,65.39,4.9,1,Yes,2168565.61,0,Budget,2024,5,26
27484,Chennai,Apartment,3759,5,1,14,19.85,22.43,6.2,1,No,2291318.18,0,Budget,2023,9,5
44426,Bengaluru,Apartment,857,7,4,25,13.36,80.06,4.6,2,No,2594845.83,0,Budget,2022,7,24
17869,Ahmedabad,Independent House,2756,4,1,8,14.11,11.66,5.9,0,Yes,1432334.77,1,Budget,2023,12,13
2945,Bengaluru,Independent House,1686,5,3,20,19.05,2.23,5.7,0,No,1452396.24,1,Budget,2024,7,4
37033,Hyderabad,Independent House,3778,1,2,31,18.69,33.34,9.4,1,Yes,1100690.28,1,Budget,2023,8,4
15216,Chennai,Plot,1067,5,5,3,12.02,9.73,3.1,0,No,2515702.12,0,Budget,2024,12,24
10811,Bengaluru,Independent House,579,7,2,33,10.7,87.45,9.0,2,Yes,2287645.01,0,Budget,2023,4,7
22872,Ahmedabad,Villa,3086,4,2,36,4.29,35.49,2.0,3,Yes,2229200.04,0,Budget,2025,12,24
11559,Ahmedabad,Apartment,3576,1,2,28,18.61,1.94,2.8,3,Yes,821195.64,1,Budget,2025,5,29
8413,Nashik,Villa,549,5,3,39,7.77,99.09,4.1,1,No,1302280.44,1,Budget,2025,8,1
2349,Bengaluru,Villa,1730,2,3,16,15.09,25.93,9.5,2,Yes,2171090.65,0,Budget,2024,11,29
19730,Chennai,Apartment,1346,1,5,20,6.73,12.21,5.3,1,Yes,2238764.11,0,Budget,2024,4,15
31046,Delhi,Independent House,577,2,5,36,7.32,61.67,3.8,1,Yes,832541.79,1,Budget,2024,3,6
22841,Chennai,Plot,4555,2,5,12,0.86,29.66,8.5,2,No,2551276.8,0,Budget,2025,3,7
39442,Ahmedabad,Apartment,2842,5,1,2,10.55,78.36,9.4,3,Yes,2431634.12,0,Budget,2025,6,30
